Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2015-07-01,147.0,11.05,11.0,3.65,13.5,2.4,2015.0,7.0,635.587,468.774,1107.0,1221.0,10963.0,848.0,2268.0,13810.0,1724900.0
2015-08-01,145.9,11.9,11.65,3.15,8.0,2.1,2015.0,8.0,636.476,449.357,1107.0,1221.0,10963.0,848.0,2268.0,13810.0,1724900.0
2015-09-01,138.7,12.850000000000001,11.65,4.050000000000001,12.0,1.35,2015.0,9.0,617.611,391.766,1107.0,1221.0,10963.0,848.0,2268.0,13810.0,1724900.0
2015-10-01,56.099999999999994,14.899999999999999,12.8,4.8,13.5,1.15,2015.0,10.0,607.762,342.557,1044.0,1383.0,11717.0,817.0,2277.0,13353.0,1724900.0
2015-11-01,65.5,16.7,14.3,4.0,6.0,2.5,2015.0,11.0,603.758,305.082,1044.0,1383.0,11717.0,817.0,2277.0,13353.0,1724900.0
2015-12-01,29.6,18.65,15.2,4.65,11.0,1.5499999999999998,2015.0,12.0,598.501,293.785,1044.0,1383.0,11717.0,817.0,2277.0,13353.0,1724900.0
2016-01-01,127.0,21.1,19.65,3.75,8.0,1.65,2016.0,1.0,619.583,276.316,1040.0,1359.0,11470.0,781.0,1991.0,11166.0,1766200.0
2016-02-01,120.3,21.9,20.65,3.55,5.5,1.05,2016.0,2.0,610.281,261.87,1040.0,1359.0,11470.0,781.0,1991.0,11166.0,1766200.0
2016-03-01,76.2,20.35,18.85,3.7,8.0,1.25,2016.0,3.0,641.298,280.402,1040.0,1359.0,11470.0,781.0,1991.0,11166.0,1766200.0
2016-04-01,56.0,17.6,16.25,2.85,2.5,1.65,2016.0,4.0,591.25,296.723,1020.0,1518.0,12573.0,782.0,2093.0,11746.0,1766200.0
