Period start,Period end,Region ID,Region,Est. Total consumption (GWh),Est. Total demand (GWh),Est. proportion of regional demand,Est. proportion of national demand,Average consumption (kWh),Average daily consumption (kWh),5th percentile (kWh),25th percentile (kWh),50th percentile (kWh),75th percentile (kWh),95th percentile (kWh),Coverage %
01/08/2013,31/08/2013,USI,Upper South Island,245.505,260.774,51.204,7.280,885,28.5,198,500,780,1156,1918,93.59
01/09/2013,30/09/2013,USI,Upper South Island,208.024,220.963,46.782,6.483,750,25.0,175,428,663,973,1619,93.87
01/10/2013,31/10/2013,USI,Upper South Island,186.664,198.274,42.637,5.935,673,21.7,163,393,599,867,1432,93.94
01/11/2013,30/11/2013,USI,Upper South Island,156.192,165.906,33.260,5.112,563,18.8,145,328,498,720,1202,93.90
01/12/2013,31/12/2013,USI,Upper South Island,148.922,158.184,33.113,4.936,536,17.3,146,316,477,681,1129,93.76
01/01/2014,31/01/2014,USI,Upper South Island,143.218,152.126,30.454,4.720,515,16.6,143,307,459,651,1074,94.15
01/02/2014,28/02/2014,USI,Upper South Island,133.900,142.228,30.185,4.699,482,17.2,139,288,428,607,1003,94.17
01/03/2014,31/03/2014,USI,Upper South Island,161.327,171.361,38.007,5.291,580,18.7,160,347,518,737,1204,94.11
01/04/2014,30/04/2014,USI,Upper South Island,175.591,186.512,41.193,5.901,630,21.0,168,374,561,803,1330,92.78
01/05/2014,31/05/2014,USI,Upper South Island,215.938,229.368,45.878,6.627,774,25.0,184,446,685,1002,1668,94.00
01/06/2014,30/06/2014,USI,Upper South Island,243.126,258.247,50.832,7.458,870,29.0,189,487,762,1138,1904,94.11
01/07/2014,31/07/2014,USI,Upper South Island,262.131,278.434,50.511,7.395,937,30.2,194,522,825,1234,2050,94.23
01/08/2014,31/08/2014,USI,Upper South Island,257.000,272.984,51.007,7.312,917,29.6,190,511,808,1205,2008,94.13
01/09/2014,30/09/2014,USI,Upper South Island,219.127,232.755,47.474,6.780,780,26.0,172,439,684,1013,1712,93.97
01/10/2014,31/10/2014,USI,Upper South Island,191.632,203.550,39.215,5.879,681,22.0,153,387,596,874,1496,94.37
01/11/2014,30/11/2014,USI,Upper South Island,165.078,175.345,32.878,5.271,586,19.5,139,334,510,743,1288,94.24
01/12/2014,31/12/2014,USI,Upper South Island,154.493,164.102,31.112,4.960,548,17.7,135,317,481,691,1168,88.55
01/01/2015,31/01/2015,USI,Upper South Island,140.648,149.395,27.152,4.501,498,16.1,130,294,442,629,1055,93.92
01/02/2015,28/02/2015,USI,Upper South Island,134.616,142.988,28.990,4.683,476,17.0,126,284,424,601,1007,94.15
01/03/2015,31/03/2015,USI,Upper South Island,151.114,160.513,32.566,4.826,534,17.2,137,320,481,682,1113,94.05
01/04/2015,30/04/2015,USI,Upper South Island,171.188,181.835,39.484,5.644,604,20.1,152,362,543,779,1263,94.19
01/05/2015,31/05/2015,USI,Upper South Island,213.157,226.414,45.351,6.431,751,24.2,168,435,669,979,1609,94.21
01/06/2015,30/06/2015,USI,Upper South Island,255.857,271.770,50.751,7.554,900,30.0,184,499,793,1187,1978,94.00
01/07/2015,31/07/2015,USI,Upper South Island,284.189,301.864,53.296,7.894,998,32.2,193,549,881,1323,2198,94.07
01/08/2015,31/08/2015,USI,Upper South Island,261.232,277.480,50.157,7.325,916,29.6,183,510,809,1206,2005,94.02
01/09/2015,30/09/2015,USI,Upper South Island,228.292,242.491,47.785,6.848,799,26.6,164,444,702,1045,1756,93.86
01/10/2015,31/10/2015,USI,Upper South Island,183.159,194.551,36.919,5.624,640,20.6,148,369,565,824,1384,93.83
01/11/2015,30/11/2015,USI,Upper South Island,161.170,171.194,31.551,5.119,562,18.7,129,323,495,721,1219,93.68
01/12/2015,31/12/2015,USI,Upper South Island,153.803,163.369,29.732,4.878,536,17.3,140,315,473,679,1136,93.09
01/01/2016,31/01/2016,USI,Upper South Island,143.806,152.750,32.395,4.709,501,16.2,136,299,446,632,1044,92.74
01/02/2016,29/02/2016,USI,Upper South Island,134.635,143.008,29.283,4.550,468,16.1,128,279,417,591,982,78.30
01/03/2016,31/03/2016,USI,Upper South Island,152.469,161.952,31.817,4.850,531,17.1,145,320,475,674,1100,94.10
01/04/2016,30/04/2016,USI,Upper South Island,166.447,176.800,38.806,5.546,579,19.3,154,345,517,740,1216,94.50
01/05/2016,31/05/2016,USI,Upper South Island,228.230,242.425,48.489,7.045,792,25.5,168,413,650,1006,1930,94.51
01/06/2016,30/06/2016,USI,Upper South Island,244.426,259.629,51.287,7.377,847,28.2,179,477,748,1109,1847,94.41
01/07/2016,31/07/2016,USI,Upper South Island,259.320,275.448,51.255,7.374,897,28.9,178,486,774,1160,1958,79.41
01/08/2016,31/08/2016,USI,Upper South Island,270.568,287.396,51.241,7.503,934,30.1,188,518,822,1227,2049,94.26
01/09/2016,30/09/2016,USI,Upper South Island,214.318,227.648,46.558,6.578,739,24.6,169,420,649,958,1603,94.13
01/10/2016,31/10/2016,USI,Upper South Island,186.996,198.626,42.341,5.928,644,20.8,156,374,569,827,1380,93.92
01/11/2016,30/11/2016,USI,Upper South Island,161.688,171.744,37.763,5.320,556,18.5,149,328,492,709,1177,93.89
01/12/2016,31/12/2016,USI,Upper South Island,155.234,164.889,32.852,5.048,532,17.2,146,317,473,676,1119,87.41
01/01/2017,31/01/2017,USI,Upper South Island,145.424,154.469,30.844,4.745,499,16.1,131,297,445,634,1054,94.93
01/02/2017,28/02/2017,USI,Upper South Island,135.352,143.770,28.961,4.686,463,16.5,128,277,412,586,978,94.75
01/03/2017,31/03/2017,USI,Upper South Island,156.221,165.937,34.862,4.994,533,17.2,142,320,478,684,1125,94.63
01/04/2017,30/04/2017,USI,Upper South Island,182.405,193.750,43.435,6.064,622,20.7,165,373,559,809,1359,94.67
01/05/2017,31/05/2017,USI,Upper South Island,230.265,244.587,46.217,6.767,784,25.3,186,453,697,1036,1793,94.72
01/06/2017,30/06/2017,USI,Upper South Island,262.964,279.319,51.808,7.758,895,29.8,197,506,799,1200,2055,94.49
01/07/2017,31/07/2017,USI,Upper South Island,282.729,300.314,52.438,7.829,961,31.0,194,536,859,1293,2204,94.60
01/08/2017,31/08/2017,USI,Upper South Island,258.029,274.078,50.717,7.323,876,28.3,190,499,783,1164,1978,94.51
01/09/2017,30/09/2017,USI,Upper South Island,213.560,226.843,46.301,6.548,724,24.1,174,423,648,952,1606,94.37
01/10/2017,31/10/2017,USI,Upper South Island,178.969,190.101,40.529,5.610,606,19.5,159,360,542,787,1331,94.13
01/11/2017,30/11/2017,USI,Upper South Island,153.816,163.382,30.106,4.891,520,17.3,145,309,462,669,1143,93.46
01/12/2017,31/12/2017,USI,Upper South Island,147.273,156.433,28.396,4.680,497,16.0,135,291,435,622,1052,90.64
01/01/2018,31/01/2018,USI,Upper South Island,141.208,149.991,31.050,4.545,477,15.4,116,282,423,601,994,89.14
01/02/2018,28/02/2018,USI,Upper South Island,139.637,148.321,35.099,4.963,471,16.8,130,278,413,589,992,92.40
01/03/2018,31/03/2018,USI,Upper South Island,154.095,163.680,37.272,5.038,519,16.7,144,312,463,659,1078,94.23
01/04/2018,30/04/2018,USI,Upper South Island,183.301,194.702,41.467,5.939,617,20.6,165,368,550,789,1291,92.70
01/05/2018,31/05/2018,USI,Upper South Island,226.963,241.079,46.289,6.695,763,24.6,182,443,677,990,1625,94.32
01/06/2018,30/06/2018,USI,Upper South Island,267.761,284.414,52.029,7.655,898,29.9,194,509,796,1178,1936,94.11
01/07/2018,31/07/2018,USI,Upper South Island,275.781,292.933,52.661,7.642,924,29.8,198,525,820,1208,1991,94.55
01/08/2018,31/08/2018,USI,Upper South Island,252.049,267.725,49.165,7.062,843,27.2,187,481,745,1101,1819,94.48
01/09/2018,30/09/2018,USI,Upper South Island,216.520,229.987,46.100,6.554,724,24.1,172,418,641,939,1554,93.21
01/10/2018,31/10/2018,USI,Upper South Island,188.139,199.840,38.909,5.768,628,20.3,163,369,557,806,1336,90.98
01/11/2018,30/11/2018,USI,Upper South Island,163.009,173.148,38.550,5.325,543,18.1,150,323,481,689,1142,94.60
01/12/2018,31/12/2018,USI,Upper South Island,157.127,166.900,39.017,5.230,523,16.9,148,310,462,660,1099,94.60
01/01/2019,31/01/2019,USI,Upper South Island,146.349,155.452,29.387,4.621,487,15.7,137,289,430,613,1020,95.10
01/02/2019,28/02/2019,USI,Upper South Island,134.081,142.420,28.663,4.552,445,15.9,128,264,391,558,936,94.98
01/03/2019,31/03/2019,USI,Upper South Island,154.115,163.700,33.072,4.868,511,16.5,145,306,454,645,1063,95.02
01/04/2019,30/04/2019,USI,Upper South Island,178.254,189.341,40.704,5.761,590,19.7,159,350,525,756,1244,94.40
01/05/2019,31/05/2019,USI,Upper South Island,220.324,234.028,46.030,6.633,728,23.5,181,424,645,942,1552,94.92
01/06/2019,30/06/2019,USI,Upper South Island,266.582,283.162,51.346,7.769,880,29.3,194,493,777,1154,1907,95.04
01/07/2019,31/07/2019,USI,Upper South Island,276.671,293.879,52.880,7.747,913,29.4,201,520,809,1194,1963,94.63
01/08/2019,31/08/2019,USI,Upper South Island,267.226,283.846,50.234,7.310,880,28.4,193,497,778,1150,1903,94.92
01/09/2019,30/09/2019,USI,Upper South Island,224.982,238.975,47.140,6.722,740,24.7,177,425,654,958,1591,94.80
01/10/2019,31/10/2019,USI,Upper South Island,196.331,208.542,42.339,5.931,645,20.8,167,377,569,827,1376,94.76
01/11/2019,30/11/2019,USI,Upper South Island,157.023,166.790,33.296,5.068,515,17.2,148,304,453,650,1088,94.64
01/12/2019,31/12/2019,USI,Upper South Island,153.234,162.765,30.414,4.860,502,16.2,143,294,440,631,1066,93.90
01/01/2020,31/01/2020,USI,Upper South Island,147.206,156.361,27.773,4.609,482,15.6,136,285,425,607,1018,83.06
01/02/2020,29/02/2020,USI,Upper South Island,140.411,149.144,29.151,4.643,460,15.9,135,273,404,576,967,84.00
01/03/2020,31/03/2020,USI,Upper South Island,169.087,179.603,35.390,5.448,561,18.1,155,334,498,712,1170,84.19
01/04/2020,30/04/2020,USI,Upper South Island,193.711,205.759,48.716,7.259,645,21.5,147,376,569,823,1365,83.34
01/05/2020,31/05/2020,USI,Upper South Island,231.320,245.708,47.658,7.004,768,24.8,189,451,682,987,1614,84.35
01/06/2020,30/06/2020,USI,Upper South Island,269.104,285.842,52.026,7.937,892,29.7,211,508,785,1154,1898,85.10
01/07/2020,31/07/2020,USI,Upper South Island,292.653,310.855,52.855,8.001,968,31.2,227,550,852,1255,2060,84.91
01/08/2020,31/08/2020,USI,Upper South Island,254.615,270.451,49.682,7.219,841,27.1,206,483,740,1087,1785,84.56
01/09/2020,30/09/2020,USI,Upper South Island,210.179,223.251,44.335,6.275,694,23.1,182,404,611,889,1467,84.69
01/10/2020,31/10/2020,USI,Upper South Island,187.148,198.788,35.945,5.641,617,19.9,174,364,544,784,1301,84.01
01/11/2020,30/11/2020,USI,Upper South Island,164.988,175.249,34.810,5.339,543,18.1,156,322,478,686,1143,84.46
01/12/2020,31/12/2020,USI,Upper South Island,158.128,167.963,32.397,5.059,519,16.7,155,307,455,653,1099,84.34
01/01/2021,31/01/2021,USI,Upper South Island,159.441,169.358,33.515,5.208,524,16.9,152,304,452,654,1154,89.31
01/02/2021,28/02/2021,USI,Upper South Island,145.121,154.147,31.027,5.029,476,17.0,135,273,408,595,1058,89.91
01/03/2021,31/03/2021,USI,Upper South Island,156.995,166.760,31.543,4.952,514,16.6,149,305,454,650,1086,87.03
01/04/2021,30/04/2021,USI,Upper South Island,174.139,184.970,37.405,5.655,568,18.9,167,340,504,722,1188,89.55
01/05/2021,31/05/2021,USI,Upper South Island,236.014,250.694,46.667,6.938,764,24.7,200,446,677,984,1616,88.97
01/06/2021,30/06/2021,USI,Upper South Island,265.038,281.523,51.368,7.776,856,28.5,209,492,757,1111,1817,88.78
01/07/2021,31/07/2021,USI,Upper South Island,291.106,309.211,52.734,7.906,938,30.3,228,539,831,1219,1988,88.53
01/08/2021,31/08/2021,USI,Upper South Island,279.276,296.645,53.654,7.941,898,29.0,211,517,797,1167,1903,88.56
01/09/2021,30/09/2021,USI,Upper South Island,229.756,244.046,47.305,6.971,738,24.6,185,429,653,954,1570,88.18
01/10/2021,31/10/2021,USI,Upper South Island,195.034,207.165,41.146,6.062,626,20.2,174,368,552,799,1322,88.13
01/11/2021,30/11/2021,USI,Upper South Island,167.522,177.941,33.483,5.419,537,17.9,153,314,470,679,1144,87.94
01/12/2021,31/12/2021,USI,Upper South Island,161.773,171.835,36.599,5.286,517,16.7,154,305,453,653,1096,87.81
01/01/2022,31/01/2022,USI,Upper South Island,154.784,164.411,31.847,4.968,495,16.0,150,293,432,620,1048,94.30
01/02/2022,28/02/2022,USI,Upper South Island,144.858,153.868,37.003,5.139,462,16.5,135,275,407,584,973,94.25
01/03/2022,31/03/2022,USI,Upper South Island,165.616,175.916,35.494,5.295,528,17.0,150,310,465,671,1117,94.21
01/04/2022,30/04/2022,USI,Upper South Island,177.899,188.963,39.655,5.917,566,18.9,164,335,500,722,1195,94.16
01/05/2022,31/05/2022,USI,Upper South Island,227.450,241.596,45.317,6.890,723,23.3,189,422,641,935,1538,94.08
01/06/2022,30/06/2022,USI,Upper South Island,273.989,291.030,52.043,8.025,870,29.0,208,498,772,1136,1866,94.02
01/07/2022,31/07/2022,USI,Upper South Island,309.540,328.792,53.845,8.502,981,31.6,223,556,872,1289,2109,93.90
01/08/2022,31/08/2022,USI,Upper South Island,272.925,289.900,49.885,7.590,863,27.8,202,495,766,1129,1854,93.79
01/09/2022,30/09/2022,USI,Upper South Island,226.610,240.705,45.823,6.770,716,23.9,177,413,633,930,1537,93.74
01/10/2022,31/10/2022,USI,Upper South Island,207.455,220.358,39.620,6.251,654,21.1,175,380,576,840,1398,93.70
01/11/2022,30/11/2022,USI,Upper South Island,159.396,169.309,33.243,5.233,502,16.7,142,292,439,634,1078,93.89
01/12/2022,31/12/2022,USI,Upper South Island,158.061,167.892,34.300,5.190,498,16.1,144,289,434,628,1066,93.93
01/01/2023,31/01/2023,USI,Upper South Island,154.239,163.832,31.862,5.011,486,15.7,154,286,422,607,1036,93.14
01/02/2023,28/02/2023,USI,Upper South Island,146.348,155.450,32.998,5.203,461,16.4,140,270,400,576,983,93.63
01/03/2023,31/03/2023,USI,Upper South Island,172.855,183.606,38.014,5.628,542,17.5,161,319,475,685,1149,93.31
01/04/2023,30/04/2023,USI,Upper South Island,187.612,199.280,42.515,6.263,588,19.6,169,345,517,750,1249,93.49
01/05/2023,31/05/2023,USI,Upper South Island,232.633,247.102,46.439,6.939,728,23.5,185,422,644,941,1555,93.90
01/06/2023,30/06/2023,USI,Upper South Island,267.844,284.503,51.579,7.821,833,27.8,194,473,735,1086,1795,93.67
01/07/2023,31/07/2023,USI,Upper South Island,300.673,319.373,53.641,8.344,933,30.1,209,525,825,1223,2020,93.62
01/08/2023,31/08/2023,USI,Upper South Island,290.709,308.790,50.890,7.733,900,29.0,199,505,795,1181,1956,93.54
01/09/2023,30/09/2023,USI,Upper South Island,220.507,234.222,43.301,6.708,682,22.7,171,392,602,883,1463,93.47
01/10/2023,31/10/2023,USI,Upper South Island,197.817,210.121,41.367,6.056,610,19.7,162,351,536,784,1314,93.31
01/11/2023,30/11/2023,USI,Upper South Island,172.404,183.127,36.457,5.590,531,17.7,145,306,464,675,1143,93.24
01/12/2023,31/12/2023,USI,Upper South Island,166.486,176.840,34.238,5.302,512,16.5,146,295,444,646,1101,93.14
01/01/2024,31/01/2024,USI,Upper South Island,160.981,170.994,31.732,5.058,495,16.0,154,288,428,618,1061,94.71
01/02/2024,29/02/2024,USI,Upper South Island,152.172,161.636,31.609,5.011,467,16.1,141,270,402,585,1007,94.83
01/03/2024,31/03/2024,USI,Upper South Island,179.762,190.943,35.925,5.626,551,17.8,161,318,479,697,1185,95.11
01/04/2024,30/04/2024,USI,Upper South Island,195.703,207.875,41.621,6.255,599,20.0,167,346,524,766,1283,95.12
01/05/2024,31/05/2024,USI,Upper South Island,275.899,293.059,49.801,7.721,842,27.2,198,470,738,1102,1839,95.12
01/06/2024,30/06/2024,USI,Upper South Island,280.511,297.957,53.250,8.326,855,28.5,197,481,754,1121,1852,95.08
