Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Period start,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2015-06-01,194.33333333333334,10.433333333333332,10.4,6.133333333333333,23.0,2.4,2015.0,6.0,1/06/15,266.314,237.826,1071,1387,"12,062",790,2054,"11,646",315100.0
2015-07-01,108.4,8.833333333333334,9.333333333333334,5.166666666666667,17.0,2.3000000000000003,2015.0,7.0,1/07/15,273.123,263.057,1107,1221,"10,963",848,2268,"13,810",315100.0
2015-08-01,116.06666666666666,9.833333333333334,10.200000000000001,5.3,17.0,2.266666666666667,2015.0,8.0,1/08/15,280.854,248.955,1107,1221,"10,963",848,2268,"13,810",315100.0
2015-09-01,65.66666666666667,10.733333333333334,10.0,6.233333333333333,21.666666666666668,1.6333333333333335,2015.0,9.0,1/09/15,271.627,220.654,1107,1221,"10,963",848,2268,"13,810",315100.0
2015-10-01,54.53333333333333,12.9,11.566666666666668,6.366666666666667,24.666666666666668,1.5999999999999999,2015.0,10.0,1/10/15,260.198,191.879,1044,1383,"11,717",817,2277,"13,353",315100.0
2015-11-01,54.199999999999996,13.766666666666666,12.233333333333334,6.066666666666667,19.333333333333332,2.1999999999999997,2015.0,11.0,1/11/15,255.455,173.695,1044,1383,"11,717",817,2277,"13,353",315100.0
2015-12-01,34.666666666666664,16.0,13.333333333333334,5.633333333333333,18.666666666666668,2.0,2015.0,12.0,1/12/15,257.87,160.988,1044,1383,"11,717",817,2277,"13,353",315100.0
2016-01-01,66.60000000000001,18.666666666666668,16.033333333333335,5.766666666666667,14.666666666666666,1.9666666666666668,2016.0,1.0,1/01/16,264.305,146.248,1040,1359,"11,470",781,1991,"11,166",322100.0
2016-02-01,40.93333333333333,20.666666666666668,17.400000000000002,5.433333333333334,13.666666666666666,1.4333333333333333,2016.0,2.0,1/02/16,268.035,134.924,1040,1359,"11,470",781,1991,"11,166",322100.0
2016-03-01,46.46666666666667,18.133333333333336,14.933333333333332,5.333333333333333,16.666666666666668,2.1333333333333333,2016.0,3.0,1/03/16,268.157,152.405,1040,1359,"11,470",781,1991,"11,166",322100.0
2016-04-01,42.13333333333333,15.299999999999999,13.266666666666666,4.766666666666667,12.666666666666666,2.1,2016.0,4.0,1/04/16,251.487,163.789,1020,1518,"12,573",782,2093,"11,746",322100.0
2016-05-01,179.9333333333333,14.466666666666667,13.299999999999999,6.033333333333334,23.333333333333332,2.566666666666667,2016.0,5.0,1/05/16,263.852,195.795,1020,1518,"12,573",782,2093,"11,746",322100.0
2016-06-01,93.39999999999999,11.4,11.133333333333335,5.033333333333334,14.333333333333334,2.2,2016.0,6.0,1/06/16,255.246,227.102,1020,1518,"12,573",782,2093,"11,746",322100.0
2016-07-01,87.86666666666667,10.133333333333333,9.6,6.166666666666667,20.666666666666668,1.7666666666666666,2016.0,7.0,1/07/16,265.971,246.072,992,1275,"10,269",770,2386,"13,184",322100.0
2016-08-01,102.73333333333333,9.466666666666667,9.5,4.8,12.0,1.9000000000000001,2016.0,8.0,1/08/16,282.408,252.15,992,1275,"10,269",770,2386,"13,184",322100.0
2016-09-01,88.2,12.200000000000001,11.366666666666667,5.833333333333333,14.666666666666666,2.3000000000000003,2016.0,9.0,1/09/16,264.775,216.553,992,1275,"10,269",770,2386,"13,184",322100.0
2016-10-01,96.13333333333333,13.333333333333334,12.266666666666666,5.8,20.666666666666668,2.033333333333333,2016.0,10.0,1/10/16,257.635,191.319,1041,1382,"11,672",763,2396,"13,129",322100.0
2016-11-01,139.93333333333334,14.766666666666666,13.266666666666666,6.733333333333333,23.0,1.5999999999999999,2016.0,11.0,1/11/16,257.069,172.547,1041,1382,"11,672",763,2396,"13,129",322100.0
2016-12-01,60.86666666666667,15.766666666666666,13.866666666666667,5.633333333333333,18.333333333333332,1.7,2016.0,12.0,1/12/16,253.231,160.303,1041,1382,"11,672",763,2396,"13,129",322100.0
2017-01-01,83.73333333333333,16.666666666666668,14.866666666666667,6.866666666666667,25.0,1.9000000000000001,2017.0,1.0,1/01/17,263.514,150.704,1113,1326,"11,974",785,2124,"11,970",328700.0
2017-02-01,77.66666666666667,17.733333333333334,16.26666666666667,5.266666666666667,15.333333333333334,1.9666666666666668,2017.0,2.0,1/02/17,246.906,137.685,1113,1326,"11,974",785,2124,"11,970",328700.0
2017-03-01,96.26666666666667,17.033333333333335,15.5,5.5,18.666666666666668,1.8,2017.0,3.0,1/03/17,271.08,157.91,1113,1326,"11,974",785,2124,"11,970",328700.0
2017-04-01,195.33333333333334,14.933333333333332,14.366666666666667,4.766666666666667,11.0,2.1333333333333333,2017.0,4.0,1/04/17,248.405,175.994,1138,1487,"13,738",795,2252,"12,848",328700.0
2017-05-01,99.93333333333334,11.733333333333334,11.5,4.933333333333334,15.666666666666666,2.1,2017.0,5.0,1/05/17,270.697,218.657,1138,1487,"13,738",795,2252,"12,848",328700.0
2017-06-01,67.60000000000001,9.866666666666667,10.066666666666666,4.6000000000000005,13.0,1.5999999999999999,2017.0,6.0,1/06/17,254.789,242.959,1138,1487,"13,738",795,2252,"12,848",328700.0
2017-07-01,152.53333333333333,9.4,9.766666666666667,5.3,17.333333333333332,1.9333333333333333,2017.0,7.0,1/07/17,265.525,265.213,1119,1273,"11,564",772,2479,"13,725",328700.0
2017-08-01,135.06666666666666,11.1,11.233333333333334,5.233333333333333,17.0,2.0,2017.0,8.0,1/08/17,274.554,241.087,1119,1273,"11,564",772,2479,"13,725",328700.0
2017-09-01,113.26666666666667,11.933333333333332,11.666666666666666,5.933333333333334,21.0,1.9333333333333333,2017.0,9.0,1/09/17,263.91,210.807,1119,1273,"11,564",772,2479,"13,725",328700.0
2017-10-01,50.2,13.766666666666666,12.433333333333332,5.633333333333333,18.0,1.6666666666666667,2017.0,10.0,1/10/17,260.312,184.37,1180,1466,"14,042",802,2680,"15,422",328700.0
2017-11-01,24.599999999999998,15.299999999999999,12.866666666666667,5.400000000000001,15.333333333333334,2.066666666666667,2017.0,11.0,1/11/17,262.512,156.094,1180,1466,"14,042",802,2680,"15,422",328700.0
2017-12-01,28.96666666666667,18.566666666666666,15.633333333333333,5.833333333333333,20.333333333333332,2.3000000000000003,2017.0,12.0,1/12/17,265.313,144.906,1180,1466,"14,042",802,2680,"15,422",328700.0
