Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Period start,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2019-01-01,41.7,20.925,18.325,3.525,9.25,2.075,2019.0,1.0,1/01/19,501.079,184.993,1172,1480,"14,087",829,2381,"14,164",1039000.0
2019-02-01,44.0,19.65,16.575,3.175,3.3333333333333335,2.3,2019.0,2.0,1/02/19,456.487,164.176,1172,1480,"14,087",829,2381,"14,164",1039000.0
2019-03-01,48.13333333333333,18.775,16.85,2.625,2.25,1.7999999999999998,2019.0,3.0,1/03/19,509.623,181.698,1172,1480,"14,087",829,2381,"14,164",1039000.0
2019-04-01,74.86666666666666,14.525,13.2,2.85,5.0,2.05,2019.0,4.0,1/04/19,489.352,197.236,1210,1579,"15,504",843,2420,"14,648",1039000.0
2019-05-01,46.55,13.1,12.025,3.0,10.0,2.2,2019.0,5.0,1/05/19,488.248,235.18,1210,1579,"15,504",843,2420,"14,648",1039000.0
2019-06-01,78.35,9.875,9.825,2.75,8.333333333333334,1.975,2019.0,6.0,1/06/19,448.871,272.687,1210,1579,"15,504",843,2420,"14,648",1039000.0
2019-07-01,104.44999999999999,10.5,10.7,2.875,7.0,2.0,2019.0,7.0,1/07/19,476.116,288.255,1231,1269,"12,681",844,2692,"16,294",1039000.0
2019-08-01,84.4,10.5,10.125,3.825,16.25,1.875,2019.0,8.0,1/08/19,497.979,282.093,1231,1269,"12,681",844,2692,"16,294",1039000.0
2019-09-01,95.8,11.9,11.0,3.8,14.333333333333334,2.2,2019.0,9.0,1/09/19,476.505,250.85,1231,1269,"12,681",844,2692,"16,294",1039000.0
2019-10-01,91.15,13.7,11.95,4.075,15.75,2.35,2019.0,10.0,1/10/19,492.032,221.088,1269,1459,"15,031",846,2702,"16,402",1039000.0
